b'id',b'created_at',b'retweet_count',b'text',Sentiment,ProbPos,ProbNeg
723123900238827520,2016-04-21 12:19:07,4,"b'Elon Musk Says Tesla Has Nearly 400,000 Model 3 Orders https://t.co/z020n4NxzE https://t.co/t1GId7ZzzA'",neg,0.4778,0.5222
723104535225360386,2016-04-21 11:02:10,2,b'Newell Brands Near Buy Point; Dividend On Upswing https://t.co/rbam5Nt05g https://t.co/4e84Xx2ob1',pos,0.7775,0.2225
723093214098386944,2016-04-21 10:17:11,0,b'Quotes Of The Day: Musician Charlie Parker On Authenticity https://t.co/LQXZ0Qz6WF https://t.co/FPr3qDjPFC',pos,0.6,0.4
723078398977822722,2016-04-21 09:18:19,4,b'Yogi Berra Caught Baseball Fever And Became One Of The Greatest https://t.co/RkKyhAya3K https://t.co/hdZSPP0UTm',pos,0.681,0.319
722998697848504320,2016-04-21 04:01:36,1,b'Investor\xe2\x80\x99s Acrophobia: Don\xe2\x80\x99t Be Afraid To Average Up In Good Stock https://t.co/2ropOgfHFx https://t.co/m7sbcuqOtR',pos,0.9925,0.0075
722991280028934144,2016-04-21 03:32:08,2,"b'Equipment Makers, Infection-Control Firms Lead Medical Sector https://t.co/PnupOwoh4S https://t.co/PfPrxsdSBD'",pos,0.5374,0.4626
722976184116506625,2016-04-21 02:32:09,1,b'Four Of China\xe2\x80\x99s Leading Stocks That Have Not Yet Soared Out Of Reach https://t.co/UuViAfsfbf https://t.co/yz9VmjMHyx',neg,0.1073,0.8927
722968643559026690,2016-04-21 02:02:11,4,b'What Does Caterpillar\xe2\x80\x99s Bounce Off Low Say About Its Prospects? https://t.co/c10l21y6gN https://t.co/1SgwnSbfAk',neg,0.0128,0.9872
722962259438346240,2016-04-21 01:36:49,4,"b'RT @IBD_ECarson: What To Expect From Alphabet, Microsoft, Starbucks, Visa Earnings: https://t.co/LmVYffOR78 $GOOGL $MSFT $SBUX $V $UA https\xe2\x80\xa6'",neg,0.0047,0.9953
722961069082206208,2016-04-21 01:32:05,0,b'Performance Foods Breaks Out Of Base https://t.co/2ii5G4fJ31 https://t.co/hnnnIbnn69',neg,0.3519,0.6481
722953284739166208,2016-04-21 01:01:09,0,"b'Top Indexes Stall At Day\xe2\x80\x99s End, But Consumer, Housing Stocks Hold Off Bears https://t.co/gT7nWfcsnk https://t.co/dBucQPcDHy'",neg,0.0553,0.9447
722946254230003713,2016-04-21 00:33:13,7,b'Amplify Snack Brands On Trend: No GMO For You https://t.co/4tqfVZ8ar1 https://t.co/sPXDTyNAXl',neg,0.4845,0.5155
722938344376676352,2016-04-21 00:01:47,7,b'The Brews At Constellation Brands Offer Frothy Growth Prospects https://t.co/n9MsiYJSPa https://t.co/GCmXBN5d10',neg,0.3846,0.6154
722930619282378752,2016-04-20 23:31:05,3,"b'PayPal At The Heart Of Facebook, Starbucks Mobile Payment Offerings https://t.co/x4PjIkwVEo https://t.co/hRLtfjAANs'",neg,0.4463,0.5537
722915645361246208,2016-04-20 22:31:35,1,b'Stocks That Drive The Decade\xe2\x80\x99s Best-Performing Blend Mutual Fund https://t.co/wQ9xlePT2z https://t.co/fV23YBiuWV',pos,0.5166,0.4834
722906985583104000,2016-04-20 21:57:10,2,"b'Citrix Grows EPS, Sales Faster Than Modeled After Reorganization https://t.co/8cTBY2PYRY https://t.co/Xq1e5GkzoY'",pos,0.5986,0.4014
722900188340166656,2016-04-20 21:30:10,0,b'These 4 Funds May Offer A Smarter Way To Invest In U.S. Large Caps https://t.co/OFrMFVUFZ8 https://t.co/So4zWNXwds',pos,0.6985,0.3015
722898673693102082,2016-04-20 21:24:09,1,b'SolarCity Flames On San Francisco Ordinance; Sunrun Sued https://t.co/QsrKSOR2qk https://t.co/WpFam034rW',pos,0.913,0.087
722898035592724480,2016-04-20 21:21:37,1,"b'Stocks Up, But Old Resistance Looms; Morgan Stanley Pops https://t.co/Yj2E2cCw9M https://t.co/CTDsA60jG9'",pos,0.9199,0.0801
722890872690311168,2016-04-20 20:53:09,2,"b'Qualcomm Fiscal Q2 Earnings Top Estimates, But EPS Guidance Shy https://t.co/P1rAIIeryR https://t.co/JUEt0gqHnQ'",neg,0.2027,0.7973
722885589138149376,2016-04-20 20:32:09,2,b'Stock Indexes Near Test Areas; American Express Gaps Up https://t.co/t9ren6SZs0 https://t.co/mx5XKerq0U',pos,0.8535,0.1465
722866335860928513,2016-04-20 19:15:39,4,"b'PC Devastation Fuels Intel Jobs Slash, Hard-Disk Drive Crash https://t.co/CMhZku4oP4 https://t.co/YAKOccZdHJ'",neg,0.2792,0.7208
722861180222513153,2016-04-20 18:55:10,3,b'Stocks Higher In Afternoon; VMware Pops On Earnings https://t.co/MTsjuHILz8 https://t.co/dzCcNbmhDZ',pos,0.5378,0.4622
722850104672067586,2016-04-20 18:11:09,5,"b'Apple, Alphabet May Gain If Self-Driving Cars Are 4th Video Screen https://t.co/LZQctphTTN https://t.co/RBJJ3lwxZV'",neg,0.4066,0.5934
722843178546507778,2016-04-20 17:43:38,2,"b'Stocks Keep Small Gains, Weibo Rallies, Intel Rebounds https://t.co/ND4hUD8dbn https://t.co/VfTRN5Fpm1'",pos,0.9129,0.0871
722841802982580225,2016-04-20 17:38:10,3,b'Microsoft Seen Returning To Sales Growth In March Quarter https://t.co/DWlbAcONo6 https://t.co/gwF2QpE7Eg',pos,0.6132,0.3868
722825959607394304,2016-04-20 16:35:12,2,"b'Dish Q1 Profit Beats, Viacom Dispute May Fuel Subscriber Losses https://t.co/rXBcsLSMMq https://t.co/MHenpkvAqc'",pos,0.7773,0.2227
722821953619275777,2016-04-20 16:19:17,2,"b'Semiconductor, Mining Stock Funds Bolt Higher In Muted Stock Market https://t.co/SCEQpnmLJl https://t.co/ZwhkG0QTGl'",pos,0.5376,0.4624
722818008129777664,2016-04-20 16:03:37,3,b'VMware Cloud Business Lifts Q2 Outlook Above Expectations; Stock Up https://t.co/gqp5aqawpr https://t.co/Oprr5n0Lhl',pos,0.8534,0.1466
722814631396265985,2016-04-20 15:50:12,1,"b'Stocks Trade Higher, But Coke Loses Fizz https://t.co/54uPjHWaIz https://t.co/8JwPzW0lLD'",neg,0.4327,0.5673
722810106178457601,2016-04-20 15:32:13,0,b'Check Point\xe2\x80\x99s Slow Q2 Guidance Drags On Rival Palo Alto Networks https://t.co/nmmwjjqywV https://t.co/Sua58SILRa',pos,0.5376,0.4624
722802042327031808,2016-04-20 15:00:10,0,b'BioMarin Gene Therapy For Hemophilia Scores In Trial; Stock Jumps https://t.co/rQVc55pquT https://t.co/SXL54uVt8i',pos,0.5732,0.4268
722794730568876032,2016-04-20 14:31:07,2,"b'Stocks Mixed in Soft Trade; Coke, Boeing Drag On The Dow https://t.co/1PRzZOonCo https://t.co/KM1qJEfv4m'",pos,0.5231,0.4769
722794121358811137,2016-04-20 14:28:42,1,b'Yahoo Earnings Beat Despite Ongoing Challenges; Acquisition Near? https://t.co/yqqmEqvOPt https://t.co/zcAWMWdSCO',pos,0.5376,0.4624
722794004207652864,2016-04-20 14:28:14,3,b'Existing-Home Sales Rise In March As Tight Supply Lifts Prices https://t.co/82lkNIjhqo https://t.co/Ss0GbE8Wcd',pos,0.9381,0.0619
722778031085871105,2016-04-20 13:24:45,5,b'Bullish Views On Apple Supplier Qualcomm Hold As Earnings Await https://t.co/B1x2tQ9tvB https://t.co/S9CCKxp3hu',pos,0.7517,0.2483
722771975286824960,2016-04-20 13:00:42,2,"b'Stock Futures Narrowly Mixed; Early Risers: Discover, MaxLinear https://t.co/NLK5as1YaP https://t.co/on4vqVBIf6'",pos,0.5374,0.4626
722770349226463234,2016-04-20 12:54:14,1,b'Polcari: Non Tech Stocks Gain Ground Despite Revenue Misses https://t.co/MbgCla8n7c https://t.co/BOom0pg3Ip',neg,0.3324,0.6676
722764529612902400,2016-04-20 12:31:06,5,b'Home Depot Delivers Improving Earnings Growth https://t.co/dVmioBWl88 https://t.co/Mu6THAHUxO',pos,0.5374,0.4626
722742141970042881,2016-04-20 11:02:09,3,b'Top Dividend Stock McCormick Offers Savory Returns https://t.co/voXXj2GILf https://t.co/VOmHpjbTl8',pos,0.7773,0.2227
722730828497719297,2016-04-20 10:17:11,1,b'Quotes Of The Day: Pitcher Catfish Hunter On Effort https://t.co/e4Ppzre4oa https://t.co/guaIz6eTNw',pos,0.5997,0.4003
722715479769509888,2016-04-20 09:16:12,1,"b'Walter Knott Had A Berry, Berry Good Idea For A Theme Park https://t.co/tjbDuKoM3B https://t.co/LJJJDUP5Um'",pos,0.9989,0.0011
722636345991118848,2016-04-20 04:01:45,6,b'How To Diversify Your Portfolio Using Only Stocks https://t.co/gcVRPjo85H https://t.co/tP9GVV0PGw',neg,0.0106,0.9894
722628646591029248,2016-04-20 03:31:09,4,"b'Financial Sector Home To Several Growth Stories, Including Visa https://t.co/tvWdlvN7DR https://t.co/e7GraEQPe2'",neg,0.3453,0.6547
722613425054986240,2016-04-20 02:30:40,4,b'Frankfurt Leads Eurozone Rally As German Confidence Surges https://t.co/X7IxDGabyZ https://t.co/080NB5VuDp',pos,0.5017,0.4983
722598457609814016,2016-04-20 01:31:12,3,b'Tile Shop Leads Stocks Hitting New Highs On Breakouts https://t.co/Mi04kiW6c9 https://t.co/t0GhuJY7EV',pos,0.5998,0.4002
722591019036909568,2016-04-20 01:01:38,5,"b'Kuwait Workers\xe2\x80\x99 Strike Injects Energy Into Oil Stocks, But Nasdaq Falls https://t.co/57NaRD7JOx https://t.co/1E2hQQ95sd'",neg,0.0982,0.9018
722583496514863104,2016-04-20 00:31:45,2,b'Two Stocks Look Bright Despite Earnings Season From The Dark Side https://t.co/fu8vTrSiCN https://t.co/AYIGa4qKc3',neg,0.3144,0.6856
722583492165394432,2016-04-20 00:31:44,1,b'Four Stocks In The IBD 50 Can Pass This Elite Test https://t.co/PZBwsEVMff https://t.co/z4StalZgHe',pos,0.5155,0.4845
722575917604691968,2016-04-20 00:01:38,4,"b'Cloud-Based BroadSoft Has Wind, Huge Telecom Carriers, At Its Back https://t.co/Yy6n1rYVph https://t.co/6rwVLlQUKx'",pos,0.9862,0.0138
722566476104732672,2016-04-19 23:24:07,7,"b'Facebook Passes 50-Day Test; Netflix, Illumina Break 2 Support Lines https://t.co/76M1swmrbF https://t.co/TijLJU11uf'",pos,0.696,0.304
722558424920141824,2016-04-19 22:52:07,4,"b'Manhattan Associates Beats Street, Raises Guidance; Stock Jumps https://t.co/opf4h471J1 https://t.co/GTNSxsSLUq'",pos,0.7773,0.2227
722553984783790080,2016-04-19 22:34:29,4,"b'Stock Market Today: Oil, Silver &amp; Gold Rocket Higher; 6 Gap Ups https://t.co/Q5RqiNGB1G'",neg,0.1145,0.8855
722542829491265537,2016-04-19 21:50:09,4,"b'Microsoft, Amazon, Google Cloud Growth Lifts Fiber-Optics Firms https://t.co/deAnLDK2d9 https://t.co/6y9f9ktxOC'",neg,0.4112,0.5888
722537810612211712,2016-04-19 21:30:12,1,b'How The 3 Most Heavily Traded ETFs Are Faring https://t.co/ey1svEPB3K https://t.co/kXC7ZkqL7J',neg,0.0854,0.9146
722534768349302784,2016-04-19 21:18:07,1,"b'Yahoo Q1 Revenue, Earnings Beat; No Update On Takeover Bids https://t.co/v4V7jDPXk2 https://t.co/fjfgyFn2sy'",pos,0.6486,0.3514
722533262829051904,2016-04-19 21:12:08,1,b'Stocks Turn In Mixed Performance; Nasdaq Holds 200-Day Line https://t.co/z0wi4nGLRh https://t.co/u5J0hjjMIw',neg,0.1886,0.8114
722526968030179329,2016-04-19 20:47:07,2,b'Intel Confirms Layoffs On Q1 Sales Miss Amid Ongoing PC Struggles https://t.co/IxtSyaCR7W https://t.co/UHizeaHmrK',pos,0.8908,0.1092
722523894440075265,2016-04-19 20:34:54,0,b'Stocks Go Separate Ways; Spirit Airlines Breaks Out https://t.co/MyhsUNf0IF https://t.co/dfoAnoWjIM',pos,0.7311,0.2689
722522190403383297,2016-04-19 20:28:08,0,"b'Why This IBD Best Mutual Fund Bets On Amazon, Broadcom, Priceline https://t.co/CvxxMn6tkY https://t.co/hNZmVUWZK1'",pos,0.9312,0.0688
722511131189743616,2016-04-19 19:44:11,3,b'Apple Car Team Nabs Top Tesla Motors Executive https://t.co/T4kZFHuHpy https://t.co/rRY5uTEE8u',pos,0.5378,0.4622
722498533924843520,2016-04-19 18:54:08,6,b'Stocks Mixed In Afternoon; IBM Plunges On Weak Sales https://t.co/RbybPVvqTO https://t.co/QCjjZnKdyO',pos,0.5378,0.4622
722487245395992576,2016-04-19 18:09:17,3,b'Facebook Gets Another Price Target Increase Following F8 Conference https://t.co/uSah3QgKsI https://t.co/ocmJnlAzcX',pos,0.7775,0.2225
722485208600031232,2016-04-19 18:01:11,1,"b'Nasdaq Leads Downside Reversal In Stocks; Chipmakers Fall Hard, Intel Down https://t.co/gZ3UdfwBFj https://t.co/Ltxsrdvxpk'",neg,0.0906,0.9094
722478956981526528,2016-04-19 17:36:21,5,b'Wayfair Takes On Amazon Home Services https://t.co/FWlz89tvny https://t.co/UzAQWWsHTg',pos,0.6771,0.3229
722471021022814208,2016-04-19 17:04:48,0,"b'Verizon Earnings Call: Yahoo, Frontier Deal, Strike, Wireless War https://t.co/cfYeNQBeLC https://t.co/IrcQB2l0fp'",pos,0.7777,0.2223
722470586056863744,2016-04-19 17:03:05,0,"b'Join IBD at the MoneyShow Las Vegas, a FREE event. Special offers on subscriptions will be available to attendees. https://t.co/8gSiNmcjSh'",pos,0.9966,0.0034
722462807619297281,2016-04-19 16:32:10,0,b'Here\xe2\x80\x99s Why IBM Is Falling Despite A Solid Q1 Earnings Beat https://t.co/IBmh1TH9Pw https://t.co/4xkm8u0jrb',neg,0.0635,0.9365
722460167544016896,2016-04-19 16:21:41,5,b'Health Fund Makes Bullish Move; Gold Sparkles But Silver Outshines https://t.co/BmLeNG7S7t https://t.co/gsRLEPAygG',neg,0.0781,0.9219
722454802924343297,2016-04-19 16:00:22,2,b'Apple Suppliers Downgraded On \xe2\x80\x98Modestly Lower\xe2\x80\x99 iPhone Demand https://t.co/nTIIAVXUjL',pos,0.5378,0.4622
722452720838311936,2016-04-19 15:52:05,0,"b'Stocks Mixed, But Growth Stocks Lag; New High For New Oriental https://t.co/zEq29phB9I https://t.co/RNZVgpDwnk'",pos,0.5319,0.4681
722438892104757248,2016-04-19 14:57:08,1,b'J&amp;J Earnings Beat Estimates; Guidance Raised As FX Headwinds Ease https://t.co/ZbKzI2OXEk',neg,0.1006,0.8994
722431111117189120,2016-04-19 14:26:13,2,"b'Dow, S&amp;P 500 Rise As Nasdaq Slips; UnitedHealth, New Oriental Climb https://t.co/DnEkk3AlOj https://t.co/quMqADjmac'",pos,0.7519,0.2481
722411057583501312,2016-04-19 13:06:32,1,"b'Stocks Up, But Off Early Highs; Harley Rumbles, Netflix Fades https://t.co/8ch75GVjvk https://t.co/TddE447FHF'",pos,0.9199,0.0801
722408805263278080,2016-04-19 12:57:35,1,b'Polcari: Stocks Closed Higher As The Rally That People Love To Hate Moves On. https://t.co/GSdtdy5I1Q https://t.co/1cCJBIm6DR',pos,0.502,0.498
722406937090916352,2016-04-19 12:50:10,4,b'Housing Starts Dive 8.8% In March As Builders Remain Cautious https://t.co/d2DcnyFGWi https://t.co/nvgQEz9OdI',pos,0.7517,0.2483
722402680379813889,2016-04-19 12:33:15,0,b'Beacon Spotlights Consolidation In The Roofing Industry https://t.co/12l8PjdytM https://t.co/8X09AwKMgZ',pos,0.5166,0.4834
722380052562710528,2016-04-19 11:03:20,3,b'Top Dividend Stock Visa Tops Buy Point As Earnings Loom https://t.co/0xXyMhqGsD https://t.co/x6EXSFuqs1',pos,0.7517,0.2483
722368190504787970,2016-04-19 10:16:12,1,b'Quotes Of The Day: Actress Fran Drescher On Awareness https://t.co/Uf4Cj6XWFn https://t.co/BFRAU4gTfK',pos,0.5997,0.4003
722353334141648897,2016-04-19 09:17:10,2,b'Copy His Success: Joe Wilson Zeroed In On Innovation At Xerox https://t.co/N3CH6Ef0J3 https://t.co/DToSv6BDrS',neg,0.3151,0.6849
722273982947270656,2016-04-19 04:01:51,4,b'Slacker Stocks Seldom Win: Stay With Quality For Long-Haul Success https://t.co/cwdYGq4Sj2 https://t.co/KpQX2GblBi',neg,0.06,0.94
722266518608719873,2016-04-19 03:32:11,2,b'Ulta Beauty Shows Glamorous Sales Growth Amid A Slowpoke Economy https://t.co/O7aPhbClDe https://t.co/haMOJXIvwY',pos,0.629,0.371
722251666892820480,2016-04-19 02:33:10,4,"b'Ireland Construction Leaders Allegion, CRH Hover Near Buy Points https://t.co/GULV44zrKC https://t.co/Pw8xKzzsH4'",neg,0.2793,0.7207
722236169296064520,2016-04-19 01:31:35,5,b'Hasbro Smashes Forecasts To Lead New Highs https://t.co/QKKaC4nKZ2 https://t.co/Eja0wNrefz',pos,0.8265,0.1735
722228766047506433,2016-04-19 01:02:10,9,b'Stocks Reverse Higher After Early Losses; S&amp;P 500 Nears Breakout https://t.co/OSFg4X8elm https://t.co/EFgeViwV0W',neg,0.142,0.858
722220963371175936,2016-04-19 00:31:10,3,b'Store Capital Steps Up Profit Growth In Recent Quarters https://t.co/hz3YEXV1Uf https://t.co/mOx9T1nkNP',pos,0.8535,0.1465
722213665693241344,2016-04-19 00:02:10,4,b'Amedisys Poised To Help Baby Boomers \xe2\x80\x98Age In Place\xe2\x80\x99 https://t.co/EXTChixqlN https://t.co/0VkOZkjrBY',pos,0.6132,0.3868
722211887992033280,2016-04-18 23:55:06,5,"b'3 Earnings Reports To Watch Tuesday: Yahoo, Intel, UnitedHealth https://t.co/jCoJ7HxC3L https://t.co/MTqpXY04u5'",neg,0.3453,0.6547
722190255382618113,2016-04-18 22:29:09,2,b'3 Ways To Build An All-ETF Portfolio For A Secure Retirement https://t.co/h8r7nO2vQr https://t.co/WYTenQ0ru9',pos,0.85,0.15
722180689068593152,2016-04-18 21:51:08,6,b'Illumina Q1 Sales Miss Estimates; Stock Slammed https://t.co/cwQ6FuGGvA https://t.co/7atiZPKZMX',pos,0.5374,0.4626
722176113678528512,2016-04-18 21:32:57,5,b'Stock Market Today: Market Rises On Oil Recovery; Disney &amp; Hasbro Pop https://t.co/079fc9916r',neg,0.3927,0.6073
722174907019177985,2016-04-18 21:28:09,3,b'What Drives The Decade\xe2\x80\x99s Hottest Large-Cap Growth Mutual Fund? https://t.co/hneEyJy7mf https://t.co/OxL5UCbhCc',pos,0.5164,0.4836
722172884362264576,2016-04-18 21:20:07,1,"b'Fortinet Scraps To \xe2\x80\x98Make Way\xe2\x80\x99 Against Cisco, Check Point, Palo Alto https://t.co/WCXTLqDs28 https://t.co/6CKg2PzRaz'",pos,0.8264,0.1736
722172409738964993,2016-04-18 21:18:14,2,"b'Stock Indexes Push North; Home Depot, Visa Breakouts Lack Volume https://t.co/7vVYMj2cvR https://t.co/0brsjHQ4IM'",pos,0.7773,0.2227
722164839129288705,2016-04-18 20:48:09,5,b'Netflix Stock Dives On Weak Subscriber Guidance For Q2 https://t.co/uaBpBzk9Lx https://t.co/W09juzgfTh',pos,0.5732,0.4268
722149019833671680,2016-04-18 19:45:17,3,b'Alphabet Seen Riding Strong Mobile Ad Sales To \xe2\x80\x98Stellar\xe2\x80\x99 Q1 https://t.co/IKpToD3CZI https://t.co/eJMkg0hqML',pos,0.6131,0.3869
722134916910059520,2016-04-18 18:49:15,2,"b'Stocks Steady; Disney Leads, Apple Lags On Dow https://t.co/efGSvdnVa1 https://t.co/juUPZqcIP0'",pos,0.7774,0.2226
722133142635569152,2016-04-18 18:42:12,2,"b'Bad News, Butterfingers: Future iPhone Could Sport All-Glass Design https://t.co/6ox1KAThnn https://t.co/nDWUYtVLHw'",neg,0.1424,0.8576
722117319216930816,2016-04-18 17:39:19,6,"b'Intel Layoff Rumors Circle Amid PC Slump, Data Center Grapple https://t.co/WmlDCJES13 https://t.co/zbZObNQeVi'",pos,0.8908,0.1092
722116281780936705,2016-04-18 17:35:12,2,"b'S&amp;P 500 Leads Mild Stock Rally, But Nasdaq Giant Amazon Keeps Rising https://t.co/XX2goIaJ8P https://t.co/1OBG2ePXUE'",neg,0.3144,0.6856
722109117993607168,2016-04-18 17:06:44,0,b'IBM Showcases Video Streaming At NAB Show; More Competition For Akamai? https://t.co/3aKMSdyUIS https://t.co/xYCoxAK99X',neg,0.0459,0.9541
722108245301538816,2016-04-18 17:03:16,3,b'Fund Managers Injecting Money Into This Top Medical Research Stock https://t.co/HhIAKrz0yu https://t.co/Kwp6yXerAV',pos,0.6184,0.3816
722100829382029312,2016-04-18 16:33:48,2,b'Amazon Goes Head-To-Head With Netflix In Streaming Video https://t.co/LGRDISvRIh https://t.co/ORvYrERIdi',pos,0.8536,0.1464
722097409577263104,2016-04-18 16:20:13,0,b'Consumer ETFs Stream Up On Amazon News; Stocks Shrug Off Oil Hit https://t.co/pcdBQqbxye https://t.co/0Nb9DwBRKi',pos,0.8182,0.1818
722092377775575041,2016-04-18 16:00:13,4,b'Stocks Up As Oil Prices Recover; Hasbro Blows Out Estimates https://t.co/59itENLPQy https://t.co/15W19r9Ixl',pos,0.8939,0.1061
722090108933922816,2016-04-18 15:51:12,4,b'Investing Action Plan: How To Get Ready For The Week Ahead https://t.co/YaGg2V0Eew',neg,0.4331,0.5669
