b'id',b'created_at',b'retweet_count',b'text',Sentiment,ProbPos,ProbNeg,StockDate
722775634854809601,2016-04-20 13:15:14,0,b'Could be the next big one...Stocks near breakout https://t.co/KpMaQmb7gN $$  6:07am pst',neg,0.0559,0.9441,2016-04-21
722753939267948544,2016-04-20 11:49:01,1,b'Biggest Breakouts within the last Month  https://t.co/nZzl6gy3Rk $$',neg,0.3078,0.6922,2016-04-21
722671985147387904,2016-04-20 06:23:22,0,"b'342 new highs, 167 new lows  https://t.co/ReOGVzm9av'",pos,0.5555,0.4445,2016-04-21
722641765895958530,2016-04-20 04:23:17,0,b'Stocks to Watch https://t.co/KpMaQlTwpf   9:23pm pst',neg,0.4988,0.5012,2016-04-20
722608348470706176,2016-04-20 02:10:30,1,b'Stunning Turnaround in Stocks Brings Many Breakouts  https://t.co/TYH5bW1W4b via @minyanville $COMPQ $AMZN $SML',pos,0.719,0.281,2016-04-20
722595372770598912,2016-04-20 01:18:56,1,"b""See which stocks are hot...Today's Biggest Breakouts https://t.co/HcVmgprObv  6:18pm pst""",pos,0.9775,0.0225,2016-04-20
722528999021215744,2016-04-19 20:55:11,2,b'Big volume breakouts https://t.co/nMliX17A5L $BMI',neg,0.4288,0.5712,2016-04-20
722495126577106944,2016-04-19 18:40:36,0,"b'296 new highs, 132 new lows  https://t.co/ReOGVz4xLV'",pos,0.5555,0.4445,2016-04-20
722456759160283136,2016-04-19 16:08:08,1,b'Mid-Day update:  Stocks to Watch https://t.co/KpMaQmb7gN   9:08am pst',neg,0.1244,0.8756,2016-04-20
722440704740315138,2016-04-19 15:04:20,1,b'Breakout stocks up the most since yesterday https://t.co/c06FKxqM2i  8:04am pst',pos,0.7721,0.2279,2016-04-20
722413702784266240,2016-04-19 13:17:03,0,b'Breakout Watch https://t.co/KpMaQmb7gN   6:09am pst',pos,0.5374,0.4626,2016-04-20
722404243420786688,2016-04-19 12:39:27,0,b'Biggest Breakouts within the last Month  https://t.co/nZzl6gy3Rk $RPRX $DRWI $DSCO',neg,0.3078,0.6922,2016-04-20
722321750193623040,2016-04-19 07:11:39,1,b'Use our search page to find the last breakout for any stock https://t.co/lc85meBjdQ #stocks',pos,0.5903,0.4097,2016-04-20
722280800788480000,2016-04-19 04:28:56,2,b'Stocks that breakout often https://t.co/Z7h1lnUe2U  9:28pm pst',neg,0.4594,0.5406,2016-04-19
722232326000742404,2016-04-19 01:16:19,0,b'Booming Breakouts https://t.co/tJ3nkKIZN0   $$',pos,0.5374,0.4626,2016-04-19
722165624424628224,2016-04-18 20:51:16,0,b'Could be the next big one...Stocks near breakout https://t.co/KpMaQmb7gN   1:51pm pst',neg,0.0559,0.9441,2016-04-19
722126096372604929,2016-04-18 18:14:12,0,"b""See which stocks are hot...Today's Biggest Breakouts https://t.co/HcVmgprObv 11:14am pst""",pos,0.9775,0.0225,2016-04-19
722092946619703297,2016-04-18 16:02:28,0,b'Mid-Day update:  Stocks to Watch https://t.co/KpMaQmb7gN   9:02am pst',neg,0.1244,0.8756,2016-04-19
722077311017725953,2016-04-18 15:00:21,0,"b""Yesterday's Breakouts Today https://t.co/c06FKxqM2i $TEAR $TNGO $HWAY  at  8:00am pst""",pos,0.5853,0.4147,2016-04-19
722051110014312449,2016-04-18 13:16:14,0,b'4 Top Stocks Close to Breaking Out https://t.co/KpMaQmb7gN   6:08am pst',neg,0.0452,0.9548,2016-04-19
721866735121338369,2016-04-18 01:03:35,0,"b""Don't get left behind...Stocks to Watch https://t.co/KpMaQmb7gN   5:55pm pst""",neg,0.0034,0.9966,2016-04-18
721805251997618176,2016-04-17 20:59:17,1,b'Big Booming Breakouts https://t.co/tJ3nkKIZN0  $ARGS $SID $CDE',pos,0.5374,0.4626,2016-04-18
721765486556356609,2016-04-17 18:21:16,2,b'Stocks that breakout often https://t.co/Z7h1lnUe2U 11:21am pst',neg,0.4594,0.5406,2016-04-18
721456067700400128,2016-04-16 21:51:45,0,b'Biggest Breakouts within the last Month  https://t.co/nZzl6gy3Rk  2:51pm pst',neg,0.3078,0.6922,2016-04-17
721415827157680128,2016-04-16 19:11:51,1,b'Stock Breakout Board https://t.co/ReOGVz4xLV #stocks',pos,0.7309,0.2691,2016-04-17
721345709098688512,2016-04-16 14:33:13,1,b'Top Performing Breakout Stocks of the Week https://t.co/1sJuVsMcV1 $RPRX $DSCO $EBIO',neg,0.3322,0.6678,2016-04-17
721307615427362816,2016-04-16 12:01:51,1,b'Breakout Trading Ideas https://t.co/0Xh0LCCTlA   5:01am pst',neg,0.2792,0.7208,2016-04-17
721222445944844288,2016-04-16 06:23:25,1,b'$ARGS is up 323% since breaking out recently https://t.co/tJ3nkKIZN0',neg,0.0763,0.9237,2016-04-17
721192232926052353,2016-04-16 04:23:22,1,b'Next breakout? Stocks to Watch https://t.co/KpMaQmb7gN   9:23pm pst',neg,0.2989,0.7011,2016-04-16
721141957553049601,2016-04-16 01:03:35,1,b'5 Stocks that broke out today with a high average gain after previous breakouts https://t.co/eJYSjxyscu   6:03pm pst',neg,0.0018,0.9982,2016-04-16
721041560867987456,2016-04-15 18:24:39,0,b'Biggest Breakouts in a Week https://t.co/1sJuVsMcV1 11:24am pst',pos,0.5773,0.4227,2016-04-16
721004910876053504,2016-04-15 15:59:01,2,b'Best performing breakout stocks of the day https://t.co/HcVmgprObv $RATE $PRAN $TLGT  at  8:58am pst',pos,0.8616,0.1384,2016-04-16
720990311569235968,2016-04-15 15:01:00,0,b'Top breakout stocks since yesterday https://t.co/c06FKxqM2i  8:00am pst',pos,0.7672,0.2328,2016-04-16
720964449012572160,2016-04-15 13:18:14,0,b'4 Top Stocks Close to Breaking Out https://t.co/KpMaQmb7gN   6:10am pst',neg,0.0452,0.9548,2016-04-16
720950655200833538,2016-04-15 12:23:25,1,b'What are Breakout Stocks? https://t.co/laHZpgO8cB',neg,0.391,0.609,2016-04-16
720866496453304320,2016-04-15 06:49:00,1,b'Sometimes the best position in the market is no position.',pos,0.7225,0.2775,2016-04-16
720825344568131585,2016-04-15 04:05:29,0,b'Top 10 Membership https://t.co/lomXsgrnFd  9:05pm pst',pos,0.5809,0.4191,2016-04-15
720792337157201920,2016-04-15 01:54:19,3,b'Is there a breakout developing? https://t.co/qYt4i1dXRR $VXX $SPY',neg,0.3838,0.6162,2016-04-15
720779852077355009,2016-04-15 01:04:42,1,b'Top Breakout Stocks to Watch https://t.co/KpMaQmb7gN   6:04pm pst  #stocks',neg,0.4991,0.5009,2016-04-15
720716373333151744,2016-04-14 20:52:28,1,"b'""The less I cared about whether or not I was wrong, the clearer things became"" - Mark Douglas'",neg,0.1113,0.8887,2016-04-15
720678357440987136,2016-04-14 18:21:24,1,b'Top 9 Performing Breakout Stocks within the last Week https://t.co/1sJuVsMcV1 $RPRX $DSCO $LEI',neg,0.364,0.636,2016-04-15
720645073910702080,2016-04-14 16:09:09,0,b'Mid-Day update:  Stocks to Watch https://t.co/KpMaQmb7gN   9:09am pst',neg,0.1244,0.8756,2016-04-15
720628533442117632,2016-04-14 15:03:25,0,b'Top stocks since yesterday https://t.co/c06FKxqM2i $JOY $DXYN $RESN  at  8:03am pst',pos,0.6292,0.3708,2016-04-15
720601575886946304,2016-04-14 13:16:18,0,b'6 Top Stocks Close to Breaking Out https://t.co/KpMaQmb7gN   6:08am pst',neg,0.0452,0.9548,2016-04-15
720592256760221696,2016-04-14 12:39:16,0,b'What usually happens after Apple $AAPL breaks out? https://t.co/YrOAPbtPsF',neg,0.2639,0.7361,2016-04-15
720508615543676928,2016-04-14 07:06:55,1,b'Active stocks breaking out https://t.co/WHy8M91V6M  12:06am pst',neg,0.3156,0.6844,2016-04-15
720478366353252353,2016-04-14 05:06:43,3,b'A quantitative approach to breakout trading https://t.co/ReOGVzm9av #stocks',pos,0.7952,0.2048,2016-04-15
720428190259224576,2016-04-14 01:47:20,1,b'Breakout Watch https://t.co/KpMaQmb7gN   6:47pm pst',pos,0.5374,0.4626,2016-04-14
720366506266075136,2016-04-13 21:42:13,2,b'Search for breakout stocks https://t.co/lc85meBjdQ #stocks',pos,0.7002,0.2998,2016-04-14
720317895478095874,2016-04-13 18:29:03,1,b'Best breakout stocks of the day https://t.co/HcVmgprObv 11:28am pst  #stocks',pos,0.801,0.199,2016-04-14
720282217188970496,2016-04-13 16:07:17,2,b'Top 10 Performing Breakout Stocks within the last Week https://t.co/1sJuVsMcV1 #stocks',neg,0.3469,0.6531,2016-04-14
720266264053047296,2016-04-13 15:03:53,1,b'Top breakout stocks since yesterday https://t.co/c06FKxqM2i  8:03am pst',pos,0.7672,0.2328,2016-04-14
720239144035688450,2016-04-13 13:16:07,0,"b""Don't get left behind...Stocks to Watch https://t.co/KpMaQmb7gN $$  6:08am pst""",neg,0.0034,0.9966,2016-04-14
720214640068722688,2016-04-13 11:38:45,1,"b'$EEM, $LINE, $CHK, $HPJ hit new breakout highs  https://t.co/WHy8M8KjIc'",pos,0.6927,0.3073,2016-04-14
720130192639860736,2016-04-13 06:03:11,1,b'Facebook $FB breakout stats https://t.co/JuMqSllFs9',pos,0.5374,0.4626,2016-04-14
720099980023840769,2016-04-13 04:03:08,0,b'Top Breakouts in a Week https://t.co/1sJuVt3OjB $LEI $AAU $CWEI',pos,0.5773,0.4227,2016-04-13
720052719147311105,2016-04-13 00:55:20,0,b'Sort through the noise in the market with the Top 10 Stocks to Watch each day https://t.co/KpMaQmb7gN   5:55pm pst',pos,0.879,0.121,2016-04-13
719991824534732800,2016-04-12 20:53:22,1,b'Apple $AAPL breakout stats https://t.co/YrOAPbLqkd',pos,0.5374,0.4626,2016-04-13
719957302447452160,2016-04-12 18:36:11,1,"b'240 new breakout highs, 214 new breakdown lows  https://t.co/ReOGVz4xLV'",pos,0.5555,0.4445,2016-04-13
719919231924461568,2016-04-12 16:04:55,0,b'Mid-Day update:  Stocks to Watch https://t.co/KpMaQmb7gN   9:04am pst',neg,0.1244,0.8756,2016-04-13
719903637938380800,2016-04-12 15:02:57,0,b'Top breakouts since yesterday https://t.co/c06FKxqM2i  8:02am pst',pos,0.5849,0.4151,2016-04-13
719876761446535168,2016-04-12 13:16:09,0,b'Breakout Watch https://t.co/KpMaQmb7gN   6:08am pst',pos,0.5374,0.4626,2016-04-13
719843350388432896,2016-04-12 11:03:23,0,b'Get the Top 10 each day https://t.co/lomXsgrnFd  4:03am pst',neg,0.4999,0.5001,2016-04-13
719791472162177026,2016-04-12 07:37:14,0,b'Big Booming Breakouts https://t.co/tJ3nkKIZN0  $NUGT $CDE $SID',pos,0.5374,0.4626,2016-04-13
719761256232562689,2016-04-12 05:37:10,0,b'High volume breakout stocks https://t.co/nMliX17A5L 10:37pm pst',pos,0.6371,0.3629,2016-04-13
719717534010707968,2016-04-12 02:43:26,0,b'Testamonials https://t.co/7GYDOfCg21',pos,0.5374,0.4626,2016-04-12
719643982037278720,2016-04-11 21:51:10,1,b'Top Stocks Close to Breaking Out https://t.co/KpMaQmb7gN   2:50pm pst',neg,0.1244,0.8756,2016-04-12
719595914214531072,2016-04-11 18:40:10,1,"b'New breakout highs for $AA, $BBD, $MT, $ETE, $VIPS https://t.co/WHy8M8KjIc'",neg,0.4998,0.5002,2016-04-12
719555964119060480,2016-04-11 16:01:25,0,b'Mid-Day update:  Stocks to Watch https://t.co/KpMaQmb7gN   9:01am pst',neg,0.1244,0.8756,2016-04-12
719541477722816514,2016-04-11 15:03:51,0,b'Top breakouts since yesterday https://t.co/c06FKxqM2i $ETE $DNR $DLTH  at  8:03am pst',neg,0.4205,0.5795,2016-04-12
719514841631694849,2016-04-11 13:18:00,2,b'Stocks Watch https://t.co/KpMaQmb7gN   6:10am pst  #stocks',pos,0.7309,0.2691,2016-04-12
719319231687340032,2016-04-11 00:20:43,1,b'Breakout Watch https://t.co/KpMaQmb7gN   5:12pm pst',pos,0.5374,0.4626,2016-04-11
719261709563658240,2016-04-10 20:32:09,0,b'$CDE is up 211% since breaking out recently https://t.co/tJ3nkKIZN0',neg,0.0763,0.9237,2016-04-11
719224315489624064,2016-04-10 18:03:34,2,b'Stocks that breakout often https://t.co/Z7h1lnUe2U 11:03am pst',neg,0.4594,0.5406,2016-04-11
718914840043978752,2016-04-09 21:33:49,0,b'Biggest Breakouts within the last Month  https://t.co/nZzl6gy3Rk $DRWI $GWPH $VA',neg,0.3078,0.6922,2016-04-10
718872586717761536,2016-04-09 18:45:55,1,b'Want to buy a stock? Check the stats first https://t.co/lc85meBjdQ #stocks',pos,0.7415,0.2585,2016-04-10
718814044191232000,2016-04-09 14:53:17,1,b'Top Performing Breakout Stocks of the Week https://t.co/1sJuVsMcV1  7:53am pst',neg,0.3322,0.6678,2016-04-10
718773911928725504,2016-04-09 12:13:49,2,b'Stocks that breakout often https://t.co/Z7h1lnUe2U  5:13am pst',neg,0.4594,0.5406,2016-04-10
718688583893143552,2016-04-09 06:34:45,0,b'Biggest Breakouts in a Week https://t.co/1sJuVsMcV1 11:34pm pst',pos,0.5773,0.4227,2016-04-10
718658350259396608,2016-04-09 04:34:37,0,b'Stocks Close to Breaking Out https://t.co/KpMaQmb7gN   9:34pm pst',neg,0.2491,0.7509,2016-04-09
718612237636620288,2016-04-09 01:31:23,0,b'Top 10 https://t.co/lomXsgrnFd  6:34pm pst',pos,0.5809,0.4191,2016-04-09
718541975645921280,2016-04-08 20:52:11,0,b'Apple $AAPL breakout stats https://t.co/YrOAPbLqkd',pos,0.5374,0.4626,2016-04-09
718501271590666240,2016-04-08 18:10:26,0,b'Top 9 Performing Breakout Stocks within the last Week https://t.co/1sJuVsMcV1 #stocks',pos,0.5722,0.4278,2016-04-09
718468020570488832,2016-04-08 15:58:19,0,b'Mid-Day update:  Stocks to Watch https://t.co/KpMaQmb7gN   9:01am pst',neg,0.1244,0.8756,2016-04-09
718453116295729152,2016-04-08 14:59:05,1,b'Top stocks since yesterday https://t.co/c06FKxqM2i #stocks  8:01am pst',pos,0.7672,0.2328,2016-04-09
718425442932252672,2016-04-08 13:09:07,0,b'6 Stocks to Watch - Breakdowns https://t.co/gCTRBw6hDt   6:07am pst',neg,0.2989,0.7011,2016-04-09
718378639407112192,2016-04-08 10:03:09,1,b'Top 10 Membership https://t.co/lomXsg9MNF  3:05am pst',pos,0.5809,0.4191,2016-04-09
718323250678394881,2016-04-08 06:23:03,2,b'Apple $AAPL breakout stats https://t.co/YrOAPbtPsF',pos,0.5374,0.4626,2016-04-09
718293036581695489,2016-04-08 04:22:59,2,b'Best breakout stocks of the day https://t.co/HcVmgpJpA5  9:25pm pst',pos,0.801,0.199,2016-04-08
718247406983372801,2016-04-08 01:21:40,0,b'Could be the next big drop...Stocks near breakdown https://t.co/gCTRBwnT23   6:24pm pst',neg,0.0071,0.9929,2016-04-08
718193984393191424,2016-04-07 21:49:23,3,"b'""There is only one side to the stock market; its not the bull side or the bear side, but the right side."" - Jesse Livermore #stocks'",neg,0.354,0.646,2016-04-08
718146407299813378,2016-04-07 18:40:20,0,b'Best Breakouts Today https://t.co/HcVmgprObv 11:43am pst',pos,0.6598,0.3402,2016-04-08
718106514821480448,2016-04-07 16:01:49,0,b'Mid-Day update:  Stocks to Watch - Breakdowns https://t.co/OkaNVgITqV $$  9:04am pst',neg,0.1244,0.8756,2016-04-08
718090820528635906,2016-04-07 14:59:27,1,"b""Yesterday's Breakouts Today https://t.co/c06FKxqM2i  8:02am pst""",pos,0.7327,0.2673,2016-04-08
718064016929652737,2016-04-07 13:12:57,1,b'6 Top Breakout Stocks to Watch https://t.co/KpMaQmb7gN   6:07am pst',neg,0.1244,0.8756,2016-04-08
718038843606171652,2016-04-07 11:32:55,0,b'Biggest Breakouts within the last Month  https://t.co/nZzl6gy3Rk $DRWI $YRD $GWPH',neg,0.3078,0.6922,2016-04-08
717955457889906689,2016-04-07 06:01:34,0,b'Big Booming Breakouts https://t.co/tJ3nkKIZN0  $DRWI $CDE $PLG',pos,0.5374,0.4626,2016-04-08
717925243516420097,2016-04-07 04:01:31,0,"b'$XLF, $EEM, $CREE breaking down to new lows https://t.co/mLc5pFBQr5'",neg,0.0931,0.9069,2016-04-07
717879015789371393,2016-04-07 00:57:49,1,b'Top Breakout Stocks to Watch https://t.co/KpMaQmb7gN   6:00pm pst',neg,0.2989,0.7011,2016-04-07
717816515500711936,2016-04-06 20:49:28,1,"b'240 new breakouts, 283 new breakdowns  https://t.co/ReOGVz4xLV'",pos,0.5555,0.4445,2016-04-07
717784007744696320,2016-04-06 18:40:17,0,"b'207 new breakouts, 253 new breakdowns  https://t.co/ReOGVz4xLV'",pos,0.5555,0.4445,2016-04-07
717743772520452098,2016-04-06 16:00:25,0,b'Mid-Day update:  Stocks to Watch https://t.co/KpMaQmb7gN   9:03am pst',neg,0.1244,0.8756,2016-04-07
717728427252457472,2016-04-06 14:59:26,1,b'Top performing breakout stocks since yesterday https://t.co/c06FKxqM2i #stocks  8:02am pst',pos,0.9082,0.0918,2016-04-07
717701448381779968,2016-04-06 13:12:14,0,b'6 Stocks to Watch - Breakdowns https://t.co/gCTRBw6hDt   6:11am pst',neg,0.2989,0.7011,2016-04-07
717671625206865920,2016-04-06 11:13:43,2,b'What are Breakout Stocks? https://t.co/laHZpgO8cB',neg,0.391,0.609,2016-04-07
717589756347965440,2016-04-06 05:48:24,0,"b'Trade facts, not feelings https://t.co/ReOGVz4xLV'",neg,0.2041,0.7959,2016-04-07
717555684909277185,2016-04-06 03:33:01,1,"b""Don't get left behind...Stocks to Watch - Breakdowns https://t.co/gCTRBw6hDt   8:34pm pst""",neg,0.0034,0.9966,2016-04-06
717511939870461953,2016-04-06 00:39:11,0,b'Top performing breakout stocks since yesterday https://t.co/c06FKxqM2i  5:40pm pst',pos,0.9082,0.0918,2016-04-06
717454618020548608,2016-04-05 20:51:25,1,b'5 Stocks that broke out today with a high average gain after previous breakouts https://t.co/eJYSjxyscu   1:53pm pst',neg,0.0018,0.9982,2016-04-06
717422064202698753,2016-04-05 18:42:03,0,b'High volume breakout stocks https://t.co/nMliX17A5L 11:43am pst',pos,0.6371,0.3629,2016-04-06
717382225327599616,2016-04-05 16:03:45,0,b'Mid-Day update:  Stocks to Watch - Breakdowns https://t.co/OkaNVgITqV $$  9:05am pst',neg,0.1244,0.8756,2016-04-06
717367163388952576,2016-04-05 15:03:54,1,b'Top performing breakout stocks since yesterday https://t.co/c06FKxqM2i  8:05am pst',pos,0.9082,0.0918,2016-04-06
717358843521474560,2016-04-05 14:30:50,2,b'A Biotech Breakout? https://t.co/fA97Kf4Vsh $IBB $XBI $AMGN $REGN',pos,0.5374,0.4626,2016-04-06
717340125382836224,2016-04-05 13:16:28,0,"b""Don't get left behind...Stocks to Watch https://t.co/KpMaQmb7gN   6:10am pst""",neg,0.0034,0.9966,2016-04-06
717320125813100544,2016-04-05 11:56:59,2,"b'$TWTR, $PFE, $UNG, $TMUS hit new breakout highs  https://t.co/WHy8M8KjIc'",pos,0.6927,0.3073,2016-04-06
717236565680873472,2016-04-05 06:24:57,1,"b""Stocks that are dropping...Today's biggest breakdowns https://t.co/CFdaZfEdCx  11:26pm pst""",neg,0.0865,0.9135,2016-04-06
717206340343635968,2016-04-05 04:24:51,0,b'What usually happens after Apple $AAPL breaks out? https://t.co/YrOAPbtPsF',neg,0.2639,0.7361,2016-04-05
717161346064719872,2016-04-05 01:26:03,1,b'Sort through the noise in the market with the Top 10 Stocks to Watch each day https://t.co/KpMaQmb7gN   6:27pm pst',pos,0.879,0.121,2016-04-05
717092687623495680,2016-04-04 20:53:14,1,b'Stocks up the most since yesterday https://t.co/c06FKxqM2i #stocks  1:55pm pst',pos,0.7721,0.2279,2016-04-05
717054433033461760,2016-04-04 18:21:13,0,b'Big volume breakouts https://t.co/nMliX17A5L 11:23am pst',neg,0.4288,0.5712,2016-04-05
717020482164228096,2016-04-04 16:06:19,0,b'Mid-Day update:  Stocks to Watch https://t.co/KpMaQmb7gN   9:08am pst',neg,0.1244,0.8756,2016-04-05
717004271401590785,2016-04-04 15:01:54,0,b'Stocks up the most since yesterday https://t.co/c06FKxqM2i  8:03am pst',pos,0.5917,0.4083,2016-04-05
716977647511703553,2016-04-04 13:16:06,0,b'5 Stocks to Watch https://t.co/KpMaQmb7gN   6:10am pst',neg,0.2989,0.7011,2016-04-05
716787073198325760,2016-04-04 00:38:50,0,b'Sort through the noise in the market with the Top 10 Stocks to Watch each day https://t.co/KpMaQmb7gN   5:32pm pst',pos,0.879,0.121,2016-04-04
716727282593714176,2016-04-03 20:41:14,0,b'$PLG is up 217% since breaking out recently https://t.co/tJ3nkKIZN0',neg,0.0763,0.9237,2016-04-04
716687423351033856,2016-04-03 18:02:51,0,b'5 stocks that breakdown often https://t.co/Mkdc06GC0k $AEG $CEO $HTLD',pos,0.6652,0.3348,2016-04-04
716375442572206080,2016-04-02 21:23:09,0,b'Biggest Breakouts within the last Month  https://t.co/nZzl6gy3Rk  2:25pm pst',neg,0.3078,0.6922,2016-04-03
716343668311916545,2016-04-02 19:16:54,1,b'Breakout Stock Screener https://t.co/ReOGVz4xLV #stocks',pos,0.7309,0.2691,2016-04-03
716271764888625153,2016-04-02 14:31:11,1,b'Top Performing Breakout Stocks of the Week https://t.co/1sJuVsMcV1  7:33am pst',neg,0.3322,0.6678,2016-04-03
716230961659183104,2016-04-02 11:49:02,3,b'Search for breakout stocks https://t.co/lc85meBjdQ #stocks',pos,0.7002,0.2998,2016-04-03
716146660477243392,2016-04-02 06:14:03,0,b'Big Booming Breakouts https://t.co/tJ3nkKIZN0  $PLG $CDE $HERO',pos,0.5374,0.4626,2016-04-03
716116444329545729,2016-04-02 04:13:59,2,b'Monster Breakouts https://t.co/tJ3nkKIZN0   #stocks',pos,0.7309,0.2691,2016-04-02
716066147997589505,2016-04-02 00:54:08,0,b'Sort through the noise in the market with the Top 10 Stocks to Watch each day https://t.co/KpMaQmb7gN   5:55pm pst',pos,0.879,0.121,2016-04-02
716006071492411392,2016-04-01 20:55:24,1,b'Facebook $FB breakout stats https://t.co/JuMqSllFs9',pos,0.5374,0.4626,2016-04-02
715963397846642689,2016-04-01 18:05:50,1,b'Active stocks breaking out https://t.co/WHy8M8KjIc  11:07am pst',neg,0.3156,0.6844,2016-04-02
715932477202632705,2016-04-01 16:02:58,0,b'Mid-Day update:  Stocks to Watch https://t.co/KpMaQmb7gN   9:04am pst',neg,0.1244,0.8756,2016-04-02
715917795498795010,2016-04-01 15:04:38,0,"b""Yesterday's Breakouts Today https://t.co/c06FKx9baK  8:06am pst""",pos,0.7327,0.2673,2016-04-02
715890671723253761,2016-04-01 13:16:51,1,"b""Don't get left behind...Stocks to Watch https://t.co/KpMaQmb7gN   6:11am pst""",neg,0.0034,0.9966,2016-04-02
715787720493309952,2016-04-01 06:27:45,2,"b'$GNCA, $SCLN, $ETP, $ATVI hit new breakout highs  https://t.co/WHy8M91V6M'",pos,0.6927,0.3073,2016-04-02
715757502625947648,2016-04-01 04:27:41,1,b'Stocks to Watch https://t.co/KpMaQlTwpf   9:29pm pst',neg,0.4988,0.5012,2016-04-01
715711595989458944,2016-04-01 01:25:16,0,"b'""Risk comes from not knowing what you are doing"" - Warren Buffett'",neg,0.1806,0.8194,2016-04-01
715643347717611521,2016-03-31 20:54:04,0,b'5 Stocks that broke out today with a high average gain after previous breakouts https://t.co/eJYSjxyscu   1:55pm pst',neg,0.0018,0.9982,2016-04-01
715598462872461313,2016-03-31 17:55:43,0,"b""See which stocks are hot...Today's Biggest Breakouts https://t.co/HcVmgprObv 10:57am pst""",pos,0.9775,0.0225,2016-04-01
715569364552908801,2016-03-31 16:00:05,1,b'Mid-Day update:  Stocks to Watch https://t.co/KpMaQmb7gN   9:02am pst',neg,0.1244,0.8756,2016-04-01
715553810509209600,2016-03-31 14:58:17,0,b'Stocks up the most since yesterday https://t.co/c06FKxqM2i  8:00am pst',pos,0.5917,0.4083,2016-04-01
715527612974534656,2016-03-31 13:14:11,0,b'Breakout Watch https://t.co/KpMaQmb7gN   6:08am pst',pos,0.5374,0.4626,2016-04-01
715494507039498240,2016-03-31 11:02:38,0,b'Booming Breakouts https://t.co/tJ3nkKIZN0  $PLG $ARGS $CDE',pos,0.5374,0.4626,2016-04-01
715410415627272192,2016-03-31 05:28:29,1,"b'$MT, $EBAY, $RH, $ETP, $MDRX, $IBN hit new breakout highs  https://t.co/WHy8M8KjIc'",pos,0.6927,0.3073,2016-04-01
715380188834443264,2016-03-31 03:28:22,2,b'What are Breakout Stocks? https://t.co/laHZpgO8cB',neg,0.391,0.609,2016-03-31
715334421134487552,2016-03-31 00:26:30,1,b'Stocks Close to Breaking Out https://t.co/KpMaQmb7gN   5:28pm pst',neg,0.2491,0.7509,2016-03-31
715280690133086208,2016-03-30 20:53:00,0,b'Breakout Trading Ideas https://t.co/0Xh0LCCTlA   1:54pm pst',neg,0.2792,0.7208,2016-03-31
715246553741406208,2016-03-30 18:37:21,0,b'Top Performing Breakout Stocks in the last 7 days https://t.co/1sJuVsMcV1 $$',pos,0.6266,0.3734,2016-03-31
715208724390907904,2016-03-30 16:07:02,0,b'Mid-Day update:  Stocks to Watch https://t.co/KpMaQmb7gN $$  9:08am pst',neg,0.1244,0.8756,2016-03-31
715193236361338880,2016-03-30 15:05:29,0,b'Stocks up the most since yesterday https://t.co/c06FKxqM2i #stocks  8:07am pst',pos,0.7721,0.2279,2016-03-31
715165000474558464,2016-03-30 13:13:17,1,b'Breakout Watch https://t.co/KpMaQmb7gN   6:07am pst  #stocks',pos,0.7309,0.2691,2016-03-31
