b'id',b'created_at',b'retweet_count',b'text',Sentiment,ProbPos,ProbNeg,StockDate
718386686028165120,2016-04-08 10:35:07,5,b'This is the most popular item sold online right now -- and how to get the best deal on it: https://t.co/O85ZkCYj0Q https://t.co/JbBWH8nn00',pos,0.9481,0.0519,2016-04-09
718324269571158016,2016-04-08 06:27:06,5,b'5 spending trends to avoid at all costs: https://t.co/CrAXFlMkDf https://t.co/EoOe6eC3EI',neg,0.0277,0.9723,2016-04-09
718242723883405312,2016-04-08 01:03:04,6,b'Use Honda Financial Services to make your car payments? Check your bank account! https://t.co/pY0rprgi7P https://t.co/0cTRMV62or',pos,0.7767,0.2233,2016-04-08
718223593247641600,2016-04-07 23:47:03,4,"b""Got an adult child coming back to live at home? Here's how to negotiate it: https://t.co/ku1WkaXnYi https://t.co/OZQw6glvIV""",neg,0.2338,0.7662,2016-04-08
718169243825545216,2016-04-07 20:11:05,5,"b""You don't have to go far to have fun! 6 ways to maximize a staycation: https://t.co/dP85GbbKPW https://t.co/j5cdlfdRup""",pos,0.8025,0.1975,2016-04-08
718136383848587265,2016-04-07 18:00:30,6,"b""Don't play the guessing game when it comes to life insurance! Find out how much you need: https://t.co/Bj1YwYaJ16 https://t.co/scJOxWTgEl""",neg,0.0535,0.9465,2016-04-08
718106250685198336,2016-04-07 16:00:46,6,b'Same-day delivery from Amazon is growing across the country ! https://t.co/Zb32EHPyYV https://t.co/cqJ5aPbCBQ',pos,0.976,0.024,2016-04-08
718046431773270016,2016-04-07 12:03:04,5,"b""You don't have to clip coupons to save money on groceries. Here's how: https://t.co/B9EcT15CUG https://t.co/ELJbaQ7b66""",neg,0.0003,0.9997,2016-04-08
718015507694166016,2016-04-07 10:00:11,6,b'In the market for a new car? Here are 2 unusual ways you could get a great deal: https://t.co/fbKrJeQppi https://t.co/383rV5Ewqo',pos,0.9873,0.0127,2016-04-08
717969926636503041,2016-04-07 06:59:04,5,b'Costco provided the inspiration for a HS senior to get into the Ivy League of her choice! https://t.co/aHKuNBDwS8 https://t.co/SMjli4H6BT',pos,0.8324,0.1676,2016-04-08
717878565283364864,2016-04-07 00:56:02,18,b'New laws will impact Social Security this year. Do this before the end of April! https://t.co/KJimcjqekL https://t.co/HQQlULhOcE',neg,0.0555,0.9445,2016-04-07
717863229330829314,2016-04-06 23:55:05,10,b'5 secrets to becoming a millionaire: https://t.co/78TuVTEcbl https://t.co/DDdypg6Ecu',pos,0.5326,0.4674,2016-04-07
717817417833971712,2016-04-06 20:53:03,7,b'Interested in a 3-year old used car? Here are your best buys: https://t.co/jmkLybKDLM https://t.co/HWcU9g24t7',pos,0.5995,0.4005,2016-04-07
717781517141803008,2016-04-06 18:30:24,7,b'These 8 splurges can save you big bucks over time: https://t.co/CEvA1tScOK https://t.co/WdVgCyT4Yt',neg,0.062,0.938,2016-04-07
717773920909168640,2016-04-06 18:00:12,7,b'5 surprising things that zap energy and cost you money: https://t.co/Od8afNKbsK https://t.co/2p0pLRtMyN',neg,0.0188,0.9812,2016-04-07
717756004822167552,2016-04-06 16:49:01,3,"b'2016 Toyota #rav4 hybrid review https://t.co/YbNjIygd7w thanks, @dringgoldl https://t.co/RPGvvQMbyX'",pos,0.8264,0.1736,2016-04-07
717728758866661376,2016-04-06 15:00:45,8,b'Top 3 mistakes parents make with #money: https://t.co/RCv8WZowX2 https://t.co/kdkLOUxT96',neg,0.0119,0.9881,2016-04-07
717721058015633413,2016-04-06 14:30:09,2,b'VIDEO: Filing an auto insurance claim could raise premiums by 44%. Adjust your deductible to avoid the higher rates.https://t.co/npRH8COtdw',neg,0.0412,0.9588,2016-04-07
717698590827610112,2016-04-06 13:00:52,4,b'18 foods that are breaking your grocery budget: https://t.co/832EnRGLaG https://t.co/iZuds00lfF',neg,0.021,0.979,2016-04-07
