b'id',b'created_at',b'retweet_count',b'text',Sentiment,ProbPos,ProbNeg,StockDate
722413936759320578,2016-04-19 13:17:58,26,b'RT @artofmanliness: A Simple Cure For Restlessness: Work When You Work; Play When You Play https://t.co/At9sOrSEKW https://t.co/FCokvhPqCl',pos,0.9241,0.0759,2016-04-20
722412506665209856,2016-04-19 13:12:18,5,"b""RT @SallieKrawcheck: There's some expensive advice out there on building an emergency fund. Here's the better approach. https://t.co/3MWPER\xe2\x80\xa6""",neg,0.1298,0.8702,2016-04-20
722411330838347776,2016-04-19 13:07:37,2,b'Rule one in #investing: Know thyself. https://t.co/gCw2s9WfoR\xe2\x80\xa6n-7-simple-steps/ #SimpleMoney',pos,0.5845,0.4155,2016-04-20
722406666373730306,2016-04-19 12:49:05,1,"b'RT @squirewealth: Are you living the life you chose? @TimMaurer on ensuring our goals in life will stick, then achieving them. @Forbes http\xe2\x80\xa6'",neg,0.0933,0.9067,2016-04-20
722389798648995840,2016-04-19 11:42:04,1,"b'While portfolio architecture is not easy, here is a seven-step process that makes it surprisingly simple. https://t.co/YLI8nosVR5 @CNBC'",pos,0.9578,0.0422,2016-04-20
722157011404734466,2016-04-18 20:17:03,4,"b'RT @jonathanfields: Burned over 100% of his body at age 9, @JOLearyInspires defied the odds to teach us all how to live. https://t.co/CFfh6\xe2\x80\xa6'",neg,0.1578,0.8422,2016-04-19
722131059316363264,2016-04-18 18:33:55,0,"b""@mclanea Yep--of course if you ever want to realize the gain on the real estate, you'll have to move out of SoCal!""",pos,0.5139,0.4861,2016-04-19
722127015625625600,2016-04-18 18:17:51,0,"b'@mclanea Ouch, indeed! Sounds like it worked out in the end, but sorry you had to part with the tax and penalty money.'",neg,0.3946,0.6054,2016-04-19
722124802996219905,2016-04-18 18:09:04,3,"b'RT @ManishaThakor: ""Why Women &amp; Millennials Are Likely To Drive Growth In Responsible Investing"" via @CliffGMJ https://t.co/PpFtVvpvWM #fb\xe2\x80\xa6'",neg,0.0192,0.9808,2016-04-19
722104521082728448,2016-04-18 16:48:28,120,"b""RT @brainpicker: Einstein died on this day in 1955 \xe2\x80\x93 remember him with his beautiful and wise message to posterity (that's us!) https://t.c\xe2\x80\xa6""",pos,0.9857,0.0143,2016-04-19
722101198069854208,2016-04-18 16:35:16,1,b'RT @Taco324: Terrific new article. @TimMaurer  https://t.co/JGQA8vz341',neg,0.2941,0.7059,2016-04-19
722101075709468672,2016-04-18 16:34:47,1,b'RT @lifeguardwealth: \xe2\x80\x9cAre you living the life you chose? Are you living the life that chose you?\xe2\x80\x9d asks Isbell. @TimMaurer  https://t.co/hix\xe2\x80\xa6',neg,0.2738,0.7262,2016-04-19
721870220709773312,2016-04-18 01:17:26,1,"b'RT @FaulknersRazor: Put the ""personal"" back into your #personalfinances \xe2\x80\x93 https://t.co/y8ijmyyp3b w/ @TimMaurer'",neg,0.2019,0.7981,2016-04-18
721870193337745408,2016-04-18 01:17:20,1,"b""RT @RetirementSavvy: It's Okay to Stray From Your 401(k) via @TimMaurer in the latest #MoneyMagazine. Check it out if you have the chance.\xe2\x80\xa6""",pos,0.7275,0.2725,2016-04-18
721527551953383424,2016-04-17 02:35:48,0,b'I am not a brand https://t.co/iWDURJdjbD via #sethgodin',pos,0.569,0.431,2016-04-17
721302570917064705,2016-04-16 11:41:48,0,b'Life is surprisingly short: The Tail End - @waitbutwhy via @tferriss  https://t.co/spidvuJQy8',pos,0.8585,0.1415,2016-04-17
720796108319014912,2016-04-15 02:09:18,0,b'@bfelderjax Chalk that up as a qualifier I never expected to see in use with my name!',neg,0.0825,0.9175,2016-04-15
720795719913902080,2016-04-15 02:07:46,0,"b""I can't stop thinking of @danacarvey and @nbcsnl! https://t.co/slzishGUal""",neg,0.0281,0.9719,2016-04-15
720794601678860288,2016-04-15 02:03:19,2,b'RT @behaviorgap: How I stay so motivated &amp; excited about my many project: https://t.co/2R8C4hfDjN https://t.co/kAdKR4YV1W',neg,0.452,0.548,2016-04-15
720611618304978944,2016-04-14 13:56:12,0,"b""Where'd you find that picture of me, @jimpavia? https://t.co/ZEjJybAKRa""",neg,0.1113,0.8887,2016-04-15
720611408514314240,2016-04-14 13:55:22,4,b'RT @behaviorgap: Choose To Be Uncomfortable https://t.co/gStVzvg5rV https://t.co/sTRWvHnGyw',neg,0.1496,0.8504,2016-04-15
720577884209983488,2016-04-14 11:42:09,1,b'RT @CogentAdvisor: You need to put the personal into your personal financial plan: @TimMaurer #personalfinance #entrepreneur https://t.co/s\xe2\x80\xa6',neg,0.0321,0.9679,2016-04-15
720345093119430661,2016-04-13 20:17:08,6,b'RT @RobinJPowell: Investors who are not affected by present bias have 19% more in #savings than those who are \xe2\x80\x94 study #TEBI https://t.co/0Z\xe2\x80\xa6',pos,0.6698,0.3302,2016-04-14
720312879442980864,2016-04-13 18:09:07,33,b'RT @CNNMoney: Great news! You got financial aid for #college. Our guide can help you decipher that letter: https://t.co/0cOQ97Y4hR https://\xe2\x80\xa6',pos,0.9353,0.0647,2016-04-14
720289577403965440,2016-04-13 16:36:32,0,"b""@KyleVanPelt @BillWinterberg as the Oprah of #fintech. That is a title I never thought I'd hear!""",neg,0.4812,0.5188,2016-04-14
720003848341991424,2016-04-12 21:41:09,0,"b""You can always count on @DanSolin to give it to you straight: https://t.co/UOMKr4fLy6 It's Still Open Season on Retirement Plan Participants""",pos,0.7156,0.2844,2016-04-13
719972147242733568,2016-04-12 19:35:10,0,b'@bfelderjax That song was the motivation for my first pair of holey jeans. @DefLeppard',pos,0.6354,0.3646,2016-04-13
719964681373294592,2016-04-12 19:05:30,1,"b'I\'m thinking about setting an email rule to delete anything with the word ""skyrocket"" included. Any others? #hyperbole'",neg,0.0476,0.9524,2016-04-13
719958975165259776,2016-04-12 18:42:50,0,b'Take your pick! RT @HJudeBoudreaux: What do the traffic laws say when lights  are doing this??? https://t.co/OIeayYIquU',neg,0.0445,0.9555,2016-04-13
719894320728248321,2016-04-12 14:25:55,1,b'RT @myles_walsh: ...the key\xe2\x80\x94to finding the work you were \xe2\x80\x9cborn for\xe2\x80\x9d is that you\xe2\x80\x99ve got to be naturally good at it. https://t.co/3Xs9FwkqLB',neg,0.1867,0.8133,2016-04-13
719894262762967040,2016-04-12 14:25:41,0,"b'Thanks for the mention, @ChrisBensonCPA, and so glad you enjoyed #SimpleMoney! https://t.co/U44URwkaFE'",pos,0.994,0.006,2016-04-13
719853115068047360,2016-04-12 11:42:11,3,b'RT @MONEY: This is the least affordable city in the world https://t.co/OOk5CA0trM',pos,0.8524,0.1476,2016-04-13
719609119083249667,2016-04-11 19:32:38,0,"b'@CarolynMcC Thanks, Carolyn. Hitting the road tomorrow-- in-flight-wifi-free, of course!'",pos,0.819,0.181,2016-04-12
719607050288963589,2016-04-11 19:24:25,1,b'RT @mbatley1: Got a child graduating this spring from College or HS? Send them this now from @TimMaurer  https://t.co/XkcDJKM61S',pos,0.9046,0.0954,2016-04-12
719590002292826112,2016-04-11 18:16:40,1,"b'RT @eddiewkramer: What it looks like to win the ""career lottery""? Joy+Money+Processing the ""crazy"" ideas flowing through your brain https:/\xe2\x80\xa6'",neg,0.0781,0.9219,2016-04-12
719501053687963648,2016-04-11 12:23:13,0,b'Start your week on an uptick: RT @ReformedBroker: Read this amazing \n\n https://t.co/mmW21v7135',pos,0.7852,0.2148,2016-04-12
719499282588573697,2016-04-11 12:16:11,1,"b""RT @XinaBroderick: @TimMaurer I've just finished the Trello task of learning how to use Trello using your system. https://t.co/voZQUIL10Z T\xe2\x80\xa6""",pos,0.7355,0.2645,2016-04-12
719499181430284288,2016-04-11 12:15:47,0,b'@XinaBroderick Well done! Please keep me posted on your progress. I want to know if it sticks for you. It has for me!',neg,0.1687,0.8313,2016-04-12
719337818686955520,2016-04-11 01:34:35,0,b'@dominicdimaria Indeed!',pos,0.5374,0.4626,2016-04-11
719236416404910080,2016-04-10 18:51:39,0,"b""@Taco324 I'll make some calls!""",neg,0.0567,0.9433,2016-04-11
719236265883922432,2016-04-10 18:51:03,0,"b'@DerekLawson2 Thanks, Derek!'",pos,0.8534,0.1466,2016-04-11
719225691217203200,2016-04-10 18:09:02,14,b'RT @MichaelHyatt: How to Make a New Habit Stick https://t.co/wRqotGRTuu https://t.co/6LjfOoCuGQ',pos,0.9335,0.0665,2016-04-11
719216793747894272,2016-04-10 17:33:40,0,"b'Moving, packing up the past 9 years of @moleskine! https://t.co/5hDVgDRTbd'",pos,0.9569,0.0431,2016-04-11
719202559194480640,2016-04-10 16:37:06,0,b'Everyone stands to learn something about money from this story: https://t.co/cAXrHkvPwT',neg,0.4267,0.5733,2016-04-11
719176928880672772,2016-04-10 14:55:16,1,"b'If you miss 100 percent of the shots, get off the ice. https://t.co/DHAEhWuihc @chrisguillebeau in #BornForThisBook https://t.co/3boTHxVTi8'",neg,0.3996,0.6004,2016-04-11
719149671579578369,2016-04-10 13:06:57,1,"b""Even if you practiced as much as @JordanSpieth, you won't likely play at the #Masters. https://t.co/QW48PFngwx What comes naturally to you?""",neg,0.0006,0.9994,2016-04-11
719148032600752128,2016-04-10 13:00:26,1,"b'RT @apisv2: Top story today: Tim Maurer on Twitter: ""#BornForThisBook isn\'t fluffy self-hel\xe2\x80\xa6 https://t.co/ftLluBA2dT, see more https://t.co\xe2\x80\xa6'",neg,0.4968,0.5032,2016-04-11
719128295867084801,2016-04-10 11:42:01,1,"b'What\xe2\x80\x99s ""flow""? https://t.co/4EjH6RXlov ""The art of maximizing skill and getting lost in something you\xe2\x80\x99re really good at.\xe2\x80\x9d @chrisguillebeau'",pos,0.8418,0.1582,2016-04-11
718895575027081222,2016-04-09 20:17:16,1,b'Too many who\xe2\x80\x99ve exclusively sought joy in their work lose the career lottery because they can\xe2\x80\x99t make ends meet. https://t.co/MqxXCpoZta',pos,0.7245,0.2755,2016-04-10
718863315368296448,2016-04-09 18:09:04,1,b'.@ChrisGuillebeau offers the Joy-Money-Flow Model to help us find the most satisfying work: https://t.co/2GdAQ3on7M https://t.co/xEkzshFSmT',pos,0.6046,0.3954,2016-04-10
718851544272257024,2016-04-09 17:22:18,0,b'Gift for my friends in the Northeast and Midwest dealing with some unwelcome weather today: https://t.co/LGp9Wnjf6T Rain Song #LedZeppelin',pos,0.633,0.367,2016-04-10
718840201490087937,2016-04-09 16:37:14,2,"b""#BornForThisBook isn't fluffy self-help propaganda that over-inflates your ego. https://t.co/PdFjsK9VTZ It's real advice. @chrisguillebeau""",neg,0.2068,0.7932,2016-04-10
718838493913485313,2016-04-09 16:30:26,0,b'Thanks for the mention and the review of #SimpleMoney! https://t.co/n1M4bzR1xO',pos,0.5014,0.4986,2016-04-10
718814461205823488,2016-04-09 14:54:57,2,b'RT @postandcourier: Third time is the nail-biter for a space blast-off \xf0\x9f\x9a\x80https://t.co/rrRLKXH8Pe #chsnews https://t.co/ob0U73jphV',neg,0.1628,0.8372,2016-04-10
718802551358013441,2016-04-09 14:07:37,0,b'@ChrisBensonCPA Of course you are! #almostthere',pos,0.5922,0.4078,2016-04-10
718800634917556225,2016-04-09 14:00:00,0,"b""@ChrisBensonCPA Lunch? And it's snowing!? Not rubbing it in, but we're heading to lacrosse practice in shorts!""",neg,0.0315,0.9685,2016-04-10
718799600363126784,2016-04-09 13:55:54,0,"b'""Streaking the quad!"" https://t.co/ioTZ5V7oJC'",pos,0.5539,0.4461,2016-04-10
718799025642860544,2016-04-09 13:53:37,0,b'Inspiring underdog story: https://t.co/nL6gjjYZ6Q',neg,0.4677,0.5323,2016-04-10
718796672021749760,2016-04-09 13:44:15,5,"b'RT @RobinJPowell: \xe2\x80\x9cRead more books and fewer articles, more history and fewer forecasts\xe2\x80\x9d @TMFHousel @Five_Books #TEBI https://t.co/6b0tVwpO\xe2\x80\xa6'",pos,0.962,0.038,2016-04-10
718796434284351488,2016-04-09 13:43:19,0,b'CEO pay plunges to a paltry $10.8 mil via @WSJ',neg,0.275,0.725,2016-04-10
718787332669841408,2016-04-09 13:07:09,154,"b""RT @brainpicker: Bruce Springsteen's reading list \xe2\x80\x93 28 favorite books that shaped his mind and music https://t.co/RbsV2lZpuo https://t.co/Q\xe2\x80\xa6""",pos,0.9141,0.0859,2016-04-10
718777268580065281,2016-04-09 12:27:09,3,"b""You Can't Do Anything You Want https://t.co/RvmYg6pc7A Review of #BornForThisBook by @chrisguillebeau in @Forbes https://t.co/BITkXkXylq""",neg,0.0099,0.9901,2016-04-10
718766018420699136,2016-04-09 11:42:27,3,"b'RT @BuckinghamAdvsr: Are you living the life you chose? @TimMaurer on ensuring our goals in life will stick, then achieving them. @Forbes h\xe2\x80\xa6'",neg,0.0933,0.9067,2016-04-10
718626933404254208,2016-04-09 02:29:47,5,b'RT @sovereignfund: Pension fund CIOs on the likelihood of meeting their return targets: https://t.co/eRGOqWHf5x https://t.co/u5HCgL1eZw',neg,0.1645,0.8355,2016-04-09
718562286718304257,2016-04-08 22:12:54,1,"b'RT @TheBAMALLIANCE: Are you living the life you chose? @TimMaurer on ensuring our goals in life will stick, then achieving them. @Forbes ht\xe2\x80\xa6'",neg,0.0933,0.9067,2016-04-09
718533145117790208,2016-04-08 20:17:06,0,b'The Risks of Alternative Yield-Seeking Strategies https://t.co/qRSfj0W5Oy Great stuff from @JaredKizer of the @BAMAlliance.',pos,0.9953,0.0047,2016-04-09
718452128608612352,2016-04-08 14:55:10,0,"b""Great read RT @MarketWatch: You've heard the stories of NFL players ending in financial ruin. This is NOT that story https://t.co/PCSs1OxfyX""",pos,0.9921,0.0079,2016-04-09
718424939813019649,2016-04-08 13:07:07,14,b'RT @farnamstreet: Saying no to average helps makes room for the exceptional.',pos,0.6583,0.3417,2016-04-09
718412761592700930,2016-04-08 12:18:44,0,"b'So, when can we expect your take on the #DOL #FiduciaryRule, @MichaelKitces?'",neg,0.1403,0.8597,2016-04-09
718403557842644994,2016-04-08 11:42:10,19,b'RT @MarketWatch: Is Darth Vader going to return to the Star Wars franchise? See the new trailer https://t.co/xHwpZkdg9X https://t.co/Z0mlKQ\xe2\x80\xa6',neg,0.0126,0.9874,2016-04-09
718261489535201280,2016-04-08 02:17:38,0,"b'Bang! RT @Orioles: Have yourself an opening series, @JRickard35. Welcome to #Birdland. https://t.co/t3q2KRjhj9'",neg,0.3455,0.6545,2016-04-08
718261092020023302,2016-04-08 02:16:03,100,"b""RT @Orioles: Ubaldo Jim\xc3\xa9nez is now 10-2 with a 3.29 ERA in 17 starts at Oriole Park at Camden Yards since 6/30/2014. The O's are 15-2 in th\xe2\x80\xa6""",neg,0.4139,0.5861,2016-04-08
718260930648403968,2016-04-08 02:15:25,0,b'RT @DanielNorris18: A very real account of who I am &amp; what baseball means to me. @PlayersTribune @jackjohnson #jkl https://t.co/laYYhL5hHG',neg,0.0529,0.9471,2016-04-08
718256392877010944,2016-04-08 01:57:23,0,b'@RunnymedeCap I think not. But why not? Could be fun! @chrisguillebeau',neg,0.0911,0.9089,2016-04-08
718255248830291968,2016-04-08 01:52:50,0,"b""@MichaelKitces Tribe and niche aren't synonyms. @MomAndDadMoney @R_Alan_Moore @jm__matthews""",neg,0.414,0.586,2016-04-08
718254414994239489,2016-04-08 01:49:31,0,"b""@MichaelKitces That's awfully fatalistic! @MomAndDadMoney @R_Alan_Moore @jm__matthews""",pos,0.6217,0.3783,2016-04-08
718253830949978112,2016-04-08 01:47:12,0,b'@MichaelKitces HE might argue that! \xf0\x9f\x98\x89 @MomAndDadMoney @R_Alan_Moore @jm__matthews',neg,0.2782,0.7218,2016-04-08
718253705754189824,2016-04-08 01:46:42,0,b'@MichaelKitces Some evolve--some diverge. @MomAndDadMoney @R_Alan_Moore @jm__matthews',pos,0.8789,0.1211,2016-04-08
718253236545839105,2016-04-08 01:44:50,0,"b'@MichaelKitces But niches CAN confine, yes? @MomAndDadMoney @R_Alan_Moore @jm__matthews'",neg,0.4327,0.5673,2016-04-08
718253102974038018,2016-04-08 01:44:18,0,b'@MichaelKitces Not necessarily. What if your niche is generalizing? @MomAndDadMoney @R_Alan_Moore @jm__matthews',neg,0.0227,0.9773,2016-04-08
718252840670601218,2016-04-08 01:43:16,0,b'@MichaelKitces Not sure about that. His niche started as travel hacking. Broadened to career.  @MomAndDadMoney @R_Alan_Moore @jm__matthews',neg,0.0187,0.9813,2016-04-08
718252352604651520,2016-04-08 01:41:20,0,"b""@MichaelKitces No, you're more likely to be successful following YOUR path, not someone else's! @MomAndDadMoney @R_Alan_Moore @jm__matthews""",neg,0.0131,0.9869,2016-04-08
718250982875009024,2016-04-08 01:35:53,0,"b""@jm__matthews Good point! In the end, it's probably more important TO contribute, than to where! @RyanSmithFP""",pos,0.9461,0.0539,2016-04-08
718249107576524806,2016-04-08 01:28:26,0,"b""@MichaelKitces Touch\xc3\xa9! Here's the point--niche if that's YOUR path, not someone else's! @MomAndDadMoney @R_Alan_Moore @jm__matthews""",neg,0.0121,0.9879,2016-04-08
718245511220891648,2016-04-08 01:14:08,0,"b'@jm__matthews Yes, I think the tax case for Roth is still compelling, but big point is that no one reinvests Trad tax savings. @RyanSmithFP'",neg,0.3922,0.6078,2016-04-08
718240100077957120,2016-04-08 00:52:38,4,b'RT @RyanSmithFP: Should you use a Roth IRA or Traditional IRA? Hint: it has nothing to do with taxes. @timmaurer\nhttps://t.co/nLWuMxSuYT',neg,0.1018,0.8982,2016-04-08
718240009300676608,2016-04-08 00:52:17,0,b'@MomAndDadMoney I think it certainly could be applied that way. Absolutely.',neg,0.2551,0.7449,2016-04-08
718239692567744515,2016-04-08 00:51:01,0,b'@jm__matthews @MomAndDadMoney And I think @MichaelKitces is actually a great example. He brings a breadth of knowledge!  @R_Alan_Moore',pos,0.9778,0.0222,2016-04-08
718239370059321344,2016-04-08 00:49:44,0,"b""@jm__matthews @MomAndDadMoney If I had more characters, I'd say don't feel forced to chose a niche. @MichaelKitces @R_Alan_Moore""",neg,0.0257,0.9743,2016-04-08
718144916384321536,2016-04-07 18:34:25,1,"b'Don\'t choose a niche. ""You probably have more than one interest, and that\'s what makes you interesting."" @chrisguillebeau #bornforthisbook'",pos,0.9853,0.0147,2016-04-08
718126480073605120,2016-04-07 17:21:09,1,"b""RT @guidevine_FA: Good advice: \xe2\x80\x9cDon't have a website that looks like every other website! Brand to yourself (because you're not like anyone\xe2\x80\xa6""",neg,0.0714,0.9286,2016-04-08
718115416506245120,2016-04-07 16:37:11,3,b'Our Blind Spots Cut Retirement Savings https://t.co/bxKmBbJrcD Great #behavioralfinance insight from @SquaredAwayBC https://t.co/2TnERMycbe',pos,0.9916,0.0084,2016-04-08
718089746292019201,2016-04-07 14:55:11,2,"b'""Money is in some respects life\'s fire: it is a very excellent servant, but a terrible master."" P.T. Barnum #SimpleMoney'",pos,0.9869,0.0131,2016-04-08
718083985092509700,2016-04-07 14:32:18,9,b'RT @behaviorgap: Look At the Root of Your Money Problems https://t.co/IHfpRPRRaZ https://t.co/FIJgdrZ9xQ',neg,0.3086,0.6914,2016-04-08
718080801456406528,2016-04-07 14:19:39,2,b'This is not a @theonion headline: More than 40% of student-loan borrowers aren\xe2\x80\x99t making payments     https://t.co/sChkZ4x7eS via @WSJ',neg,0.35,0.65,2016-04-08
718062591793348612,2016-04-07 13:07:17,0,b'Why Financial Planning Success Requires Small Goals via @MichaelKitces https://t.co/aGzsrpBqoc',pos,0.9459,0.0541,2016-04-08
718041130257014784,2016-04-07 11:42:00,1,b'RT @GoldstoneFG: Which is more valuable\xe2\x80\x94a dollar in a Roth IRA or in Traditional IRA? @TimMaurer @Forbes https://t.co/sKhLwthNmQ https://t.\xe2\x80\xa6',neg,0.048,0.952,2016-04-08
717808391805149185,2016-04-06 20:17:11,1,b'RT @gina_lavoro: Money is simple.  People are complicated.  Great article from @TimMaurer  https://t.co/Q0GoWOVKN4',pos,0.9844,0.0156,2016-04-07
717776173816741888,2016-04-06 18:09:10,13,b'RT @tferriss: How to Achieve Self-Ownership https://t.co/ixrC60wy2s',neg,0.3112,0.6888,2016-04-07
717753003202228224,2016-04-06 16:37:05,6,"b'RT @sharon_epperson: This is how a major, new investment rule can work for you &amp; save you big money! https://t.co/3PhKKO4bqg @CNBC #GetAPla\xe2\x80\xa6'",neg,0.0006,0.9994,2016-04-07
717727417926873088,2016-04-06 14:55:25,0,b'What do you think about trading the diminutive tag #FinancialLiteracy for the more empowering  #FinancialWelness? https://t.co/N5YD1cBaZm',neg,0.394,0.606,2016-04-07
717700228955181057,2016-04-06 13:07:23,1,"b'Don\'t you think we use the word ""SHOULD"" a bit too much? #SimpleMoney https://t.co/cv1rNzd8aa'",neg,0.0011,0.9989,2016-04-07
717691159116648448,2016-04-06 12:31:21,2,"b""RT @ChrisBensonCPA: Not what I wanted to hear. Can't say I'm surprised though. https://t.co/jaGLZw66e9""",neg,0.0114,0.9886,2016-04-07
717678751925067778,2016-04-06 11:42:02,0,b'A Misleading Moniker: #FinancialLiteracy Month https://t.co/bo48uoepqI @Forbes https://t.co/80xQD6QpFm',pos,0.5374,0.4626,2016-04-07
717472482530304001,2016-04-05 22:02:24,1,"b'RT @BuckinghamAdvsr: Don\xe2\x80\x99t just buy insurance. Instead, manage #risk. @TimMaurer in @Forbes with a guide to #insurance for #millennials: ht\xe2\x80\xa6'",neg,0.0449,0.9551,2016-04-06
717445991478272001,2016-04-05 20:17:08,0,"b""Thoughtful piece from @SeanBraswell via @ozy: The Invention of the \xe2\x80\x98American Dream' https://t.co/iU7jf2MuS9 https://t.co/w0YXXsbqpS""",pos,0.5914,0.4086,2016-04-06
717426424500654080,2016-04-05 18:59:23,0,"b""@ShawnBishop I do think the learning curve is a little steep, but it's a worthy challenge that breeds multiple benefits (esp, stress relief)""",neg,0.0231,0.9769,2016-04-06
717388513143046144,2016-04-05 16:28:44,2,"b'So, is #money good or bad? #SimpleMoney https://t.co/McmKutA6YH'",neg,0.0138,0.9862,2016-04-06
717388049857036288,2016-04-05 16:26:54,0,"b""@ShawnBishop I continue to be intrigued by Level, but personally, I'm still using @ynab. I especially like the newer evolving online version""",pos,0.7903,0.2097,2016-04-06
717194203869089793,2016-04-05 03:36:37,0,b'Glad I stayed up for that one. #NationalChampionship',neg,0.2628,0.7372,2016-04-05
717170391010172928,2016-04-05 02:02:00,2,"b'RT @uniqueadvisors: The Roth/Traditional debate appears on the surface to be about numbers, but it\xe2\x80\x99s more about our behavior. @TimMaurer ht\xe2\x80\xa6'",neg,0.2919,0.7081,2016-04-05
717151486334119936,2016-04-05 00:46:53,0,b'#WalkOff #OpeningDay Go @Orioles!',pos,0.8908,0.1092,2016-04-05
716964163189346304,2016-04-04 12:22:31,1,"b""RT @sharon_epperson: I'm coming up on TODAY SHOW on NBC! Hope you can watch. #TaxTime https://t.co/mTWVBC52Tj""",neg,0.2853,0.7147,2016-04-05
716963877200773120,2016-04-04 12:21:23,1,"b'RT @jaypalter: Put the ""personal"" back into your personal finances - https://t.co/6tUzIKY4Kx w/ @TimMaurer #money'",neg,0.0278,0.9722,2016-04-05
716792506298535938,2016-04-04 01:00:25,0,b'@PaulRuedi That takes guts. Many thanks!',pos,0.7775,0.2225,2016-04-04
716733018195496961,2016-04-03 21:04:02,1,"b""RT @behaviorgap: RT @jasonzweigwsj: My podcast about THE DEVIL'S FINANCIAL DICTIONARY on Jake Taylor's Five Good Questions https://t.co/40T\xe2\x80\xa6""",pos,0.7277,0.2723,2016-04-04
716695686587228161,2016-04-03 18:35:41,0,"b""@BradKingsley My pleasure, Brad. I think we're long overdue a coffee.""",pos,0.719,0.281,2016-04-04
716688740945686528,2016-04-03 18:08:05,0,"b'""Don\'t trust a perfect person and don\'t trust a song that\'s flawless."" Sage advice from @twentyonepilots  https://t.co/oJTBxrCw1Q'",pos,0.9948,0.0052,2016-04-04
